date,close
2013-02-12,1519.430054
2013-02-19,1530.939941
2013-02-26,1496.939941
2013-03-05,1539.790039
2013-03-12,1552.47998
2013-03-19,1548.339966
2013-03-26,1563.77002
2013-04-02,1570.25
2013-04-09,1568.609985
2013-04-16,1574.569946
2013-04-23,1578.780029
2013-04-30,1597.569946
2013-05-07,1625.959961
2013-05-14,1650.339966
2013-05-21,1669.160034
2013-05-28,1660.060059
2013-06-04,1631.380005
2013-06-11,1626.130005
2013-06-18,1651.810059
2013-06-25,1588.030029
2013-07-02,1614.079956
2013-07-09,1652.319946
2013-07-16,1676.26001
2013-07-23,1692.390015
2013-07-30,1685.959961
2013-08-06,1697.369995
2013-08-13,1694.160034
2013-08-20,1652.349976
2013-08-27,1630.47998
2013-09-03,1639.77002
2013-09-10,1683.9899899999998
2013-09-17,1704.7600100000002
2013-09-24,1697.4200440000002
2013-10-01,1695.0
2013-10-08,1655.449951
2013-10-15,1698.060059
2013-10-22,1754.6700440000002
2013-10-29,1771.949951
2013-11-05,1762.969971
2013-11-12,1767.689941
2013-11-19,1787.869995
2013-11-26,1802.75
2013-12-03,1795.1500239999998
2013-12-10,1802.619995
2013-12-17,1781.0
2013-12-24,1833.319946
2013-12-31,1848.359985
2014-01-07,1837.880005
2014-01-14,1838.880005
2014-01-21,1843.800049
2014-01-28,1792.5
2014-02-04,1755.199951
2014-02-11,1819.75
2014-02-18,1840.7600100000002
2014-02-25,1845.119995
2014-03-04,1873.910034
2014-03-11,1867.630005
2014-03-18,1872.25
2014-03-25,1865.619995
2014-04-01,1885.52002
2014-04-08,1851.959961
2014-04-15,1842.97998
2014-04-22,1879.550049
2014-04-29,1878.3299559999998
2014-05-06,1867.719971
2014-05-13,1897.449951
2014-05-20,1872.8299559999998
2014-05-27,1911.910034
2014-06-03,1924.2399899999998
2014-06-10,1950.790039
2014-06-17,1941.9899899999998
2014-06-24,1949.97998
2014-07-01,1973.319946
2014-07-08,1963.709961
2014-07-15,1973.280029
2014-07-22,1983.530029
2014-07-29,1969.949951
2014-08-05,1920.209961
2014-08-12,1933.75
2014-08-19,1981.5999760000002
2014-08-26,2000.02002
2014-09-02,2002.280029
2014-09-09,1988.439941
2014-09-16,1998.97998
2014-09-23,1982.77002
2014-09-30,1972.290039
2014-10-07,1935.0999760000002
2014-10-14,1877.699951
2014-10-21,1941.280029
2014-10-28,1985.050049
2014-11-04,2012.0999760000002
2014-11-11,2039.680054
2014-11-18,2051.800049
2014-11-25,2067.030029
2014-12-02,2066.550049
2014-12-09,2059.820068
2014-12-16,1972.7399899999998
2014-12-23,2082.169922
2014-12-30,2080.350098
2015-01-06,2002.609985
2015-01-13,2023.030029
2015-01-20,2022.550049
2015-01-27,2029.550049
2015-02-03,2050.030029
2015-02-10,2068.590088
2015-02-17,2100.340088
2015-02-24,2115.47998
2015-03-03,2107.780029
2015-03-10,2044.160034
2015-03-17,2074.280029
2015-03-24,2091.5
2015-03-31,2067.889893
2015-04-07,2076.330078
2015-04-14,2095.840088
2015-04-21,2097.290039
2015-04-28,2114.76001
2015-05-05,2089.459961
2015-05-12,2099.1201170000004
2015-05-19,2127.830078
2015-05-26,2104.199951
2015-06-02,2109.600098
2015-06-09,2080.149902
2015-06-16,2096.290039
2015-06-23,2124.199951
2015-06-30,2063.110107
2015-07-07,2081.340088
2015-07-14,2108.949951
2015-07-21,2119.209961
2015-07-28,2093.25
2015-08-04,2093.320068
2015-08-11,2084.070068
2015-08-18,2096.919922
2015-08-25,1867.609985
2015-09-01,1913.8499760000002
2015-09-08,1969.410034
2015-09-15,1978.089966
2015-09-22,1942.7399899999998
2015-09-29,1884.089966
2015-10-06,1979.9200440000002
2015-10-13,2003.689941
2015-10-20,2030.77002
2015-10-27,2065.889893
2015-11-03,2109.790039
2015-11-10,2081.719971
2015-11-17,2050.439941
2015-11-24,2089.139893
2015-12-01,2102.6298829999996
2015-12-08,2063.590088
2015-12-15,2043.410034
2015-12-22,2038.969971
2015-12-29,2078.360107
2016-01-05,2016.709961
2016-01-12,1938.680054
2016-01-19,1881.3299559999998
2016-01-26,1903.630005
2016-02-02,1903.030029
2016-02-09,1852.209961
2016-02-16,1895.5799559999998
2016-02-23,1921.27002
2016-03-01,1978.3499760000002
2016-03-08,1979.2600100000002
2016-03-15,2015.930054
2016-03-22,2049.800049
2016-03-29,2055.01001
2016-04-05,2045.1700440000002
2016-04-12,2061.719971
2016-04-19,2100.800049
2016-04-26,2091.699951
2016-05-03,2063.3701170000004
2016-05-10,2084.389893
2016-05-17,2047.209961
2016-05-24,2076.060059
2016-05-31,2096.949951
2016-06-07,2112.1298829999996
2016-06-14,2075.320068
2016-06-21,2088.899902
2016-06-28,2036.089966
2016-07-05,2088.550049
2016-07-12,2152.139893
2016-07-19,2163.780029
2016-07-26,2169.179932
2016-08-02,2157.030029
2016-08-09,2181.73999
2016-08-16,2178.149902
2016-08-23,2186.899902
2016-08-30,2176.1201170000004
2016-09-06,2186.47998
2016-09-13,2127.02002
2016-09-20,2139.76001
2016-09-27,2159.929932
2016-10-04,2150.48999
2016-10-11,2136.72998
2016-10-18,2139.600098
2016-10-25,2143.159912
2016-11-01,2111.719971
2016-11-08,2139.560059
2016-11-15,2180.389893
2016-11-22,2202.939941
2016-11-29,2204.659912
2016-12-06,2212.22998
2016-12-13,2271.719971
2016-12-20,2270.76001
2016-12-27,2268.8798829999996
2017-01-03,2257.830078
2017-01-10,2268.899902
2017-01-17,2267.889893
2017-01-24,2280.070068
2017-01-31,2278.8701170000004
2017-02-07,2293.080078
2017-02-14,2337.580078
2017-02-21,2365.3798829999996
2017-02-28,2363.639893
2017-03-07,2368.389893
2017-03-14,2365.449951
2017-03-21,2344.02002
2017-03-28,2358.570068
2017-04-04,2360.159912
2017-04-11,2353.780029
2017-04-18,2342.189941
2017-04-25,2388.610107
2017-05-02,2391.169922
2017-05-09,2396.919922
2017-05-16,2400.669922
2017-05-23,2398.419922
2017-05-30,2412.909912
2017-06-06,2429.330078
2017-06-13,2440.350098
2017-06-20,2437.030029
2017-06-27,2419.3798829999996
2017-07-11,2425.530029
2017-07-18,2460.610107
2017-07-25,2477.1298829999996
2017-08-01,2476.350098
2017-08-08,2474.919922
2017-08-15,2464.610107
2017-08-22,2452.51001
2017-08-29,2446.300049
2017-09-05,2457.850098
2017-09-12,2496.47998
2017-09-19,2506.649902
2017-09-26,2496.840088
2017-10-03,2534.580078
2017-10-10,2550.639893
2017-10-17,2559.360107
2017-10-24,2569.1298829999996
2017-10-31,2575.26001
2017-11-07,2590.639893
2017-11-14,2578.8701170000004
2017-11-21,2599.030029
2017-11-28,2627.040039
2017-12-05,2629.570068
2017-12-12,2664.110107
2017-12-19,2681.469971
2017-12-26,2680.5
2018-01-02,2695.810059
2018-01-09,2751.290039
2018-01-16,2776.419922
2018-01-23,2839.1298829999996
2018-01-30,2822.429932
2018-02-06,2695.139893
